step,simulated_time_sec,dopamine_level,toxicity,control_signal_u,friction_delay_applied
290,7820.924098383837,1.0,0.3412715077123512,0.675913973989821,0.0
291,7861.403327083594,0.9043056815041778,0.7334954034931092,0.7487421229746039,1.8718553074365096
292,7885.611170587344,0.6687457539921505,0.18529419338323233,0.7550399920550673,1.8875999801376684
293,7894.299112712007,0.49454613924203666,0.16530563503439522,0.6891783337556339,1.7229458343890847
294,7923.284994475457,0.6824542380007322,0.7984204777922564,0.7343710087202239,1.8359275218005597
295,7949.576994033837,0.9043056815041778,0.35864937966663857,0.9333991800401249,2.333497950100312
296,7965.749963758723,0.6687457539921505,0.7699560910379482,0.8854318794315427,2.2135796985788567
297,7983.123968618867,0.49454613924203666,0.7165828683951252,0.8708803044279653,2.1772007610699133
298,7992.797551624714,0.3657232698363789,0.7239568726252993,0.814882825954025,2.037207064885062
299,8023.768037284148,0.6673577543234449,0.7594773203801201,0.7724463229555455,1.9311158073888637
300,8049.762689822821,0.9043056815041778,0.2827386550630698,0.8709046953467618,2.1772617383669046
301,8067.29999523904,0.6687457539921505,0.7281281908256929,0.8186371459182868,2.0465928647957172
302,8093.245662229279,0.8975259991808536,0.7102461588960879,0.7729125390362155,1.9322813475905387
303,8107.059851105031,1.0,0.739150622167491,0.7509668980468978,1.8774172451172444
304,8116.244749385174,1.0,0.7604644249321163,0.7016063002184355,0.0
305,8122.309794870272,0.9043056815041778,0.19226831007141115,0.6345604045976819,0.0
306,8127.852700184198,1.0,0.64572823416725,0.5884786823951683,0.0
307,8133.005657262894,1.0,0.024064309699966063,0.5636561588247001,0.0
308,8138.083757145124,1.0,0.31300610085521274,0.5753337319939444,0.0
309,8151.249736804564,1.0,0.5930472662325852,0.642849917076463,0.0
310,8162.523952229343,0.9043056815041778,0.089809631154886,0.6754977144413877,0.0
311,8179.324168671121,0.6687457539921505,0.7068598386393605,0.7296932516656832,1.824233129164208
312,8198.627706658044,0.49454613924203666,0.7385213924855736,0.7625468451933327,1.9063671129833317
313,8205.926236887188,0.3657232698363789,0.6984011962888027,0.7626168464304505,1.9065421160761262
314,8219.56236678221,0.4115874185096999,0.8137557946310039,0.7414693377471603,1.8536733443679008
315,8250.396500030158,0.5756883413250996,0.6619329782337071,0.7812743846669754,1.9531859616674385
316,8263.544523101202,0.5074457034777778,0.6931097108801896,0.7327873737402072,1.831968434350518
